scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency
stimuli/scenes/scene_U2.jpg,Undersea,Malbow,stimuli/items/undersea_animal_11.png,Undersea,animal,sc
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/jungle_object_2.png,Jungle,object,sc
stimuli/scenes/scene_U2.jpg,Undersea,Malbow,stimuli/items/undersea_object_15.png,Undersea,object,sc
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/jungle_object_9.png,Jungle,object,sc
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_animal_6.png,Undersea,animal,si
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/undersea_object_5.png,Undersea,object,si
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_animal_9.png,Undersea,animal,si
stimuli/scenes/scene_U2.jpg,Undersea,Malbow,stimuli/items/undersea_animal_4.png,Undersea,animal,sc
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_animal_9.png,Jungle,animal,sc
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_object_13.png,Undersea,object,sc
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_object_8.png,Undersea,object,si
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/jungle_object_14.png,Jungle,object,sc
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_animal_5.png,Undersea,animal,si
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/jungle_object_18.png,Jungle,object,sc
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_animal_8.png,Undersea,animal,sc
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_animal_12.png,Jungle,animal,sc
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_object_20.png,Jungle,object,si
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/jungle_animal_8.png,Jungle,animal,sc
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_object_5.png,Jungle,object,si
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_object_20.png,Undersea,object,si
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/undersea_animal_7.png,Undersea,animal,si
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_object_13.png,Jungle,object,sc
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/undersea_object_7.png,Undersea,object,si
stimuli/scenes/scene_U2.jpg,Undersea,Malbow,stimuli/items/undersea_animal_18.png,Undersea,animal,sc
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/undersea_animal_20.png,Undersea,animal,si
stimuli/scenes/scene_U2.jpg,Undersea,Malbow,stimuli/items/jungle_object_6.png,Jungle,object,si
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_object_17.png,Undersea,object,sc
stimuli/scenes/scene_U2.jpg,Undersea,Malbow,stimuli/items/undersea_object_3.png,Undersea,object,sc
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/undersea_object_14.png,Undersea,object,si
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_animal_11.png,Jungle,animal,sc
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_animal_15.png,Jungle,animal,si
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_object_19.png,Undersea,object,si
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_object_9.png,Undersea,object,sc
stimuli/scenes/scene_U2.jpg,Undersea,Malbow,stimuli/items/jungle_animal_7.png,Jungle,animal,si
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_animal_1.png,Undersea,animal,sc
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_object_15.png,Jungle,object,sc
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_animal_15.png,Undersea,animal,sc
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/undersea_animal_16.png,Undersea,animal,si
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_object_11.png,Jungle,object,sc
stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_object_2.png,Undersea,object,sc
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_animal_4.png,Jungle,animal,sc
stimuli/scenes/scene_U2.jpg,Undersea,Malbow,stimuli/items/undersea_animal_14.png,Undersea,animal,sc
stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/undersea_object_11.png,Undersea,object,si
stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_animal_20.png,Jungle,animal,sc
