math_eq,CorrAns,dstr1,dstr2,CorrAns_key,thisN,thisTrialN,thisRepN,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_rest.thisRepN,loop_rest.thisTrialN,loop_rest.thisN,loop_rest.thisIndex,thisRow.t,notes,piloting,instruction_screen.started,text_instruction.started,key_resp_inst.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,set_options.started,set_options.stopped,trial.started,text_equation.started,text_opt1.started,text_opt2.started,text_opt3.started,trial.stopped,trials.key_resp_eq.keys,trials.key_resp_eq.corr,trials.key_resp_eq.rt,trials.key_resp_eq.duration,pause.started,text_2.started,text_2.stopped,pause.stopped,feedback.started,text_feedback.started,text_feedback.stopped,feedback.stopped,is_rest.started,is_rest.stopped,rest_screen.started,text.started,text.stopped,rest_screen.stopped,Q1.started,text_q1.started,key_resp_2.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,text_endscreen.started,key_resp.started,key_resp.stopped,text_endscreen.stopped,end_screen.stopped,key_resp.keys,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
13 * 2,26,24,23,3,9,9,0,3,0,1.5465620000031777,None,0,9,9,9,0,0,0,0,107.34160480002174,,,,,,,,,,100.79632060002768,100.79653120000148,100.80193920002785,100.80467919999501,100.80467919999501,100.80467919999501,100.80467919999501,102.35060850001173,3,0,1.5465620000031777,None,102.35073830001056,102.35852880001767,104.34996419999516,104.34207380004227,104.34211050003069,104.34996419999516,107.34160480002174,107.33392910001567,107.33395629998995,107.33414009999251,107.33437160000904,107.34160480002174,117.33787610003492,117.32556030002888,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
31 + 10,41,39,32,3,10,10,0,3,0,2.213214000046719,None,0,10,10,10,,,,,117.33787610003492,,,,,,,,,,117.32931030000327,117.32952999998815,117.33509780000895,117.33787610003492,117.33787610003492,117.33787610003492,117.33787610003492,119.55073300004005,3,0,2.213214000046719,None,119.5508744000108,119.55850210000062,121.55016019998584,121.54227600002196,121.5423165000393,121.55016019998584,124.54810310003813,124.53392200003145,124.53394990001107,124.53414270002395,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
27 - 14,13,10,23,1,11,11,0,1,0,2.235443200042937,None,0,11,11,11,,,,,124.54810310003813,,,,,,,,,,124.53875750000589,124.53900940000312,124.54550649999874,124.54810310003813,124.54810310003813,124.54810310003813,124.54810310003813,126.78460590000032,1,0,2.235443200042937,None,126.78474209998967,126.791876400006,128.78375709999818,128.77594160003355,128.7759782000212,128.78375709999818,131.78039600001648,131.76778729999205,131.7678151000291,131.76799980003852,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
27 + 18,45,47,52,1,12,12,0,1,0,2.763469099998474,None,0,12,12,12,,,,,131.78039600001648,,,,,,,,,,131.7714116999996,131.77162030001637,131.7775582000031,131.78039600001648,131.78039600001648,131.78039600001648,131.78039600001648,134.54292490001535,1,0,2.763469099998474,None,134.543121900002,134.55036350002047,136.5421442000079,136.5341656000237,136.534203600022,136.5421442000079,139.53837130003376,139.52584359998582,139.52587270003278,139.52609400002984,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
37 + 18,55,47,45,2,13,13,0,2,0,2.20532850001473,None,0,13,13,13,,,,,139.53837130003376,,,,,,,,,,139.52956009999616,139.52982360002352,139.5357780000195,139.53837130003376,139.53837130003376,139.53837130003376,139.53837130003376,141.74305700004334,2,0,2.20532850001473,None,141.74320010002702,141.75050250004278,143.74249189998955,143.7345310000237,143.7345672000083,143.74249189998955,146.7381880999892,146.72613570000976,146.72616389999166,146.72634890000336,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
112 / 2,56,52,46,1,14,14,0,1,0,2.652978800004348,None,0,14,14,14,,,,,146.7381880999892,,,,,,,,,,146.72984560002806,146.7300641000038,146.73572830000194,146.7381880999892,146.7381880999892,146.7381880999892,146.7381880999892,149.39303100004327,1,0,2.652978800004348,None,149.39316530001815,149.40091590001248,151.39258919999702,151.38470960000996,151.38474499998847,151.39258919999702,154.38865340000484,154.37616620003246,154.37619500001892,154.3763806000352,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
110 / 2,55,59,57,2,15,15,0,2,0,1.5634443000308238,None,0,15,15,15,,,,,154.38865340000484,,,,,,,,,,154.37989610002842,154.38011540001025,154.385807499988,154.38865340000484,154.38865340000484,154.38865340000484,154.38865340000484,155.95172800001455,2,0,1.5634443000308238,None,155.95186259999173,155.95913740003016,157.95120050001424,157.942961200024,157.94299830001546,157.95120050001424,160.94744419999188,160.93505820003338,160.9350869000191,160.93529290001607,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
22 + 14,36,46,38,3,16,16,0,3,0,3.0203104999964125,None,0,16,16,16,,,,,160.94744419999188,,,,,,,,,,160.9388200000394,160.93904420000035,160.9447808000259,160.94744419999188,160.94744419999188,160.94744419999188,160.94744419999188,163.96844460000284,3,0,3.0203104999964125,None,163.96857540000929,163.97636000002967,165.9678450000356,165.9597034000326,165.95973870001035,165.9678450000356,168.96355750004295,168.95135029999074,168.9513781000278,168.9515703000361,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
32 - 9,23,29,21,3,17,17,0,2,0,3.85202270001173,None,0,17,17,17,,,,,168.96355750004295,,,,,,,,,,168.95506200002274,168.95527259999653,168.96086200000718,168.96355750004295,168.96355750004295,168.96355750004295,168.96355750004295,172.8185286000371,2,0,3.85202270001173,None,172.818660799996,172.82625720003853,174.81763370003318,174.80978469998809,174.81128730002092,174.81763370003318,177.81406599999173,177.80181959999027,177.80184870003723,177.80203570000594,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
18 * 3,54,52,44,3,18,18,0,3,0,3.3213943000300787,None,0,18,18,18,,,,,177.81406599999173,,,,,,,,,,177.80554670002311,177.8057656000019,177.81155760004185,177.81406599999173,177.81406599999173,177.81406599999173,177.81406599999173,181.13551460002782,3,0,3.3213943000300787,None,181.135649200005,181.14293969998835,183.1345191000146,183.12684089998947,183.1282964000129,183.1345191000146,186.13090139999986,186.11839920002967,186.1184276000131,186.11861740000313,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
33 - 6,27,29,26,2,19,19,0,2,0,1.6610205000033602,None,0,19,19,19,0,0,0,0,192.78465660003712,,,,,,,,,,186.1221080000396,186.12234170001466,186.12790700001642,186.13090139999986,186.13090139999986,186.13090139999986,186.13090139999986,187.79356910003116,2,0,1.6610205000033602,None,187.79369780002162,187.80141419998836,189.7930627000169,189.78490780002903,189.78494440001668,189.7930627000169,192.78465660003712,192.77704970003106,192.7770773000084,192.7772685000091,192.77748739998788,192.78465660003712,202.78091430000495,202.76890200003982,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
19 * 3,57,50,53,3,20,20,0,3,0,2.93036190001294,None,0,20,20,20,,,,,202.78091430000495,,,,,,,,,,202.77240100002382,202.7726512000081,202.77824340004008,202.78091430000495,202.78091430000495,202.78091430000495,202.78091430000495,205.71037149999756,3,0,2.93036190001294,None,205.71051050000824,205.71805329999188,207.70997110003373,207.70190260000527,207.70194220001576,207.70997110003373,210.70649010001216,210.69365600001765,210.6936846000026,210.69389280001633,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
140 / 4,45,35,42,1,21,21,0,2,0,7.661589000024833,None,0,21,21,21,,,,,210.70649010001216,,,,,,,,,,210.69746679998934,210.69769440003438,210.7037330000312,210.70649010001216,210.70649010001216,210.70649010001216,210.70649010001216,218.36948640004266,2,0,7.661589000024833,None,218.369617999997,218.37680870003533,220.36841430002823,220.36077540001133,220.36230390000856,220.36841430002823,223.36491760000354,223.35223329998553,223.3522611000226,223.35245050000958,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
23 + 18,41,39,33,1,22,22,0,1,0,1.8025626000016928,None,0,22,22,22,,,,,223.36491760000354,,,,,,,,,,223.35600500000874,223.356219600013,223.36196790001122,223.36491760000354,223.36491760000354,223.36491760000354,223.36491760000354,225.16937419999158,1,0,1.8025626000016928,None,225.16952749999473,225.17683930002386,227.1685417999979,227.16059380001388,227.16204130003462,227.1685417999979,230.16499489999842,230.15218090004055,230.15221020003082,230.15241060004337,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
128 / 2,64,60,62,3,23,23,0,3,0,6.011020999983884,None,0,23,23,23,,,,,230.16499489999842,,,,,,,,,,230.1559243000229,230.15614100004314,230.16230740002356,230.16499489999842,230.16499489999842,230.16499489999842,230.16499489999842,236.17811199999414,3,0,6.011020999983884,None,236.1782438000082,236.18548720004037,238.17738579999423,238.169113400043,238.1691496000276,238.17738579999423,241.1734121000045,241.1610639000428,241.1610913000186,241.16128699999535,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
39 - 11,28,26,27,2,24,24,0,2,0,3.066195899969898,None,0,24,24,24,,,,,241.1734121000045,,,,,,,,,,241.16501320002135,241.16522379999515,241.17082360002678,241.1734121000045,241.1734121000045,241.1734121000045,241.1734121000045,244.24482630001148,2,0,3.066195899969898,None,244.2449582000263,244.25226680003107,246.24419330002274,246.23559140000725,246.23562709998805,246.24419330002274,249.24050509999506,249.2277563000098,249.22778399998788,249.2280305000022,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
23 + 9,32,31,29,1,25,25,0,1,0,1.5106866999994963,None,0,25,25,25,,,,,249.24050509999506,,,,,,,,,,249.23166320001474,249.2318826999981,249.23767150001368,249.24050509999506,249.24050509999506,249.24050509999506,249.24050509999506,250.7528808999923,1,0,1.5106866999994963,None,250.75301670003682,250.76038819999667,252.75220370001625,252.74424660002114,252.744282700005,252.75220370001625,255.7486910999869,255.736037100025,255.73606850003125,255.7363258000114,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
142 / 2,71,72,74,1,26,26,0,1,0,2.427426399954129,None,0,26,26,26,,,,,255.7486910999869,,,,,,,,,,255.7399226000416,255.74017970002024,255.74588589998893,255.7486910999869,255.7486910999869,255.7486910999869,255.7486910999869,258.1781673000078,1,0,2.427426399954129,None,258.17831149999984,258.1857325999881,260.17775229999097,260.1693226000061,260.1693582999869,260.17775229999097,263.17352710000705,263.16121920000296,263.16124670003774,263.1614775999915,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
14 * 3,42,38,40,2,27,27,0,2,0,1.9613714000442997,None,0,27,27,27,,,,,263.17352710000705,,,,,,,,,,263.16514830000233,263.1653641000157,263.17106250004144,263.17352710000705,263.17352710000705,263.17352710000705,263.17352710000705,265.1363379000104,2,0,1.9613714000442997,None,265.1364694000222,265.14410470001167,267.135645500035,267.1277184000355,267.1277542000171,267.135645500035,270.13182740000775,270.11942250002176,270.1194508000044,270.119640799996,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
33 - 8,25,26,28,3,28,28,0,3,0,3.3080271999933757,None,0,28,28,28,,,,,270.13182740000775,,,,,,,,,,270.1233379000332,270.1235581000219,270.12913250003476,270.13182740000775,270.13182740000775,270.13182740000775,270.13182740000775,273.44517240003916,3,0,3.3080271999933757,None,273.4453153000213,273.4526785000344,275.44443120004144,275.4365756000043,275.4366111000418,275.44443120004144,278.44055100000696,278.42806460004067,278.4280914000119,278.4283123000059,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
37 + 26,63,53,65,1,29,29,0,1,0,4.583101700001862,None,0,29,29,29,0,0,0,0,288.01975410000887,,,,,,,,,,278.43193520000204,278.4321583000128,278.43788460001815,278.44055100000696,278.44055100000696,278.44055100000696,278.44055100000696,283.0284178000293,1,0,4.583101700001862,None,283.0285706000286,283.0359933000291,285.0280855000019,285.02005350001855,285.02009000000544,285.0280855000019,288.01975410000887,288.0113733999897,288.01140140002826,288.01158950000536,288.01183140004287,288.01975410000887,298.01550249999855,298.0032638999983,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
34 - 8,26,20,32,1,30,30,0,1,0,3.648117500008084,None,0,30,30,30,,,,,298.01550249999855,,,,,,,,,,298.0069582000142,298.0071760999854,298.0126761000138,298.01550249999855,298.01550249999855,298.01550249999855,298.01550249999855,301.66214680002304,1,0,3.648117500008084,None,301.6623200000031,301.6697222000221,303.66151880001416,303.6531895000371,303.65322510001715,303.66151880001416,306.6579927999992,306.64549379999517,306.6455211000284,306.6457167000044,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
14 * 3,42,44,49,1,31,31,0,1,0,2.4136613000300713,None,0,31,31,31,,,,,306.6579927999992,,,,,,,,,,306.6493681999855,306.64959180000005,306.6553611000418,306.6579927999992,306.6579927999992,306.6579927999992,306.6579927999992,309.0703213000088,1,0,2.4136613000300713,None,309.07047410000814,309.07814739999594,311.0699378999998,311.06200080004055,311.0620369000244,311.0699378999998,314.0665139000048,314.0538107000175,314.053837799991,314.0540270000347,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
22 + 18,40,33,48,3,32,32,0,3,0,3.5489019000087865,None,0,32,32,32,,,,,314.0665139000048,,,,,,,,,,314.0577025000239,314.0579172000289,314.06371489999583,314.0665139000048,314.0665139000048,314.0665139000048,314.0665139000048,317.62060409999685,3,0,3.5489019000087865,None,317.6207398000406,317.6284161999938,319.62012750003487,319.61205039999913,319.61208500002977,319.62012750003487,322.61495220003417,322.6037358000176,322.60376210004324,322.6039527000394,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
11 * 3,33,39,29,1,33,33,0,1,0,1.1283199999597855,None,0,33,33,33,,,,,322.61495220003417,,,,,,,,,,322.607644600037,322.6078606999945,322.6123271000106,322.61495220003417,322.61495220003417,322.61495220003417,322.61495220003417,323.74559509998653,1,0,1.1283199999597855,None,323.7457364000147,323.7535526000429,325.7452715000254,325.7372005000361,325.7372365000192,325.7452715000254,328.74093460000586,328.7286390000372,328.7286665000138,328.72885650000535,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
19 * 2,38,37,32,1,34,34,0,1,0,1.4668977999826893,None,0,34,34,34,,,,,328.74093460000586,,,,,,,,,,328.7325789000024,328.73281170002883,328.7383172000409,328.74093460000586,328.74093460000586,328.74093460000586,328.74093460000586,330.2125170000363,1,0,1.4668977999826893,None,330.21264780004276,330.2202763000387,332.2120741000399,332.2038937000325,332.20392930001253,332.2120741000399,335.208971199987,335.195781300019,335.19580909999786,335.1960076999967,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
28 + 19,47,50,45,2,35,35,0,2,0,2.5828944999957457,None,0,35,35,35,,,,,335.208971199987,,,,,,,,,,335.19970810000086,335.199924000015,335.20612759998767,335.208971199987,335.208971199987,335.208971199987,335.208971199987,337.7958093000343,2,0,2.5828944999957457,None,337.7959412999917,337.8035012999899,339.7955420000362,339.78747330000624,339.7875092999893,339.7955420000362,342.79193170001963,342.77921780000906,342.77924500004156,342.7794413000229,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
31 + 23,54,47,57,2,36,36,0,2,0,2.8558999999659136,None,0,36,36,36,,,,,342.79193170001963,,,,,,,,,,342.78318930004025,342.7834029000369,342.7892001,342.79193170001963,342.79193170001963,342.79193170001963,342.79193170001963,345.64624880003976,2,0,2.8558999999659136,None,345.6463995000231,345.65387089998694,347.64580300002126,347.6373928000103,347.63742859999184,347.64580300002126,350.6415658000042,350.62905490002595,350.62908230000176,350.62927330000093,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
22 + 20,42,38,51,2,37,37,0,2,0,1.7096053999848664,None,0,37,37,37,,,,,350.6415658000042,,,,,,,,,,350.6329640999902,350.6332110000076,350.6387893999927,350.6415658000042,350.6415658000042,350.6415658000042,350.6415658000042,352.35435919999145,2,0,1.7096053999848664,None,352.3544982000021,352.3622864999925,354.3538705999963,354.3460807999945,354.346116300032,354.3538705999963,357.35023770004045,357.3374718000414,357.33749980002176,357.33769130002474,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
39 - 11,28,19,18,1,38,38,0,1,0,1.353412099997513,None,0,38,38,38,,,,,357.35023770004045,,,,,,,,,,357.3414734000107,357.3416893000249,357.34722300001886,357.35023770004045,357.35023770004045,357.35023770004045,357.35023770004045,358.7046544000041,1,0,1.353412099997513,None,358.704795800033,358.71227600000566,360.7042533000349,360.6960973000387,360.6961330000195,360.7042533000349,363.7006865000003,363.6879139000084,363.68794179998804,363.68813349999255,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
31 + 43,74,73,64,3,39,39,0,3,0,2.378454099991359,None,0,39,39,39,0,0,0,0,371.07054450002033,,,,,,,,,,363.6919035000028,363.69211890001316,363.69797390000895,363.7006865000003,363.7006865000003,363.7006865000003,363.7006865000003,366.0796015000087,3,0,2.378454099991359,None,366.0797348000342,366.08749619999435,368.0790223000222,368.0709074999904,368.07094290002715,368.0790223000222,371.07054450002033,371.062616900017,371.0626490000286,371.06288490002044,371.0631287000142,371.07054450002033,381.0669610000332,381.0544180999859,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
